date,product_id,product_name,quantity_sold
2023-01-02,PROD_008,Strepsils Miel Citron,128
2023-01-02,PROD_009,Humex Rhume,260
2023-01-02,PROD_010,Actifed Rhume,84
2023-01-03,PROD_001,Efferalgan 1000mg,88
2023-01-03,PROD_002,Doliprane 1000mg,147
2023-01-03,PROD_003,Spasfon Lyoc 80mg,137
2023-01-03,PROD_004,Smecta 3g,131
2023-01-03,PROD_005,Ibuprofene 400mg,168
2023-01-03,PROD_006,Paracetamol 500mg,191
2023-01-03,PROD_007,Aspirine 500mg,75
2023-01-03,PROD_008,Strepsils Miel Citron,123
2023-01-03,PROD_009,Humex Rhume,273
2023-01-03,PROD_010,Actifed Rhume,83
2023-01-04,PROD_001,Efferalgan 1000mg,84
2023-01-04,PROD_002,Doliprane 1000mg,146
2023-01-04,PROD_003,Spasfon Lyoc 80mg,100
2023-01-04,PROD_004,Smecta 3g,165
2023-01-04,PROD_005,Ibuprofene 400mg,194
2023-01-04,PROD_006,Paracetamol 500mg,180
2023-01-04,PROD_007,Aspirine 500mg,99
2023-01-04,PROD_008,Strepsils Miel Citron,131
2023-01-04,PROD_009,Humex Rhume,213
2023-01-04,PROD_010,Actifed Rhume,83
2023-01-05,PROD_001,Efferalgan 1000mg,89
2023-01-05,PROD_002,Doliprane 1000mg,164
2023-01-05,PROD_003,Spasfon Lyoc 80mg,105
2023-01-05,PROD_004,Smecta 3g,150
2023-01-05,PROD_005,Ibuprofene 400mg,228
2023-01-05,PROD_006,Paracetamol 500mg,177
2023-01-05,PROD_007,Aspirine 500mg,77
2023-01-05,PROD_008,Strepsils Miel Citron,112
2023-01-05,PROD_009,Humex Rhume,253
2023-01-05,PROD_010,Actifed Rhume,109
2023-01-06,PROD_001,Efferalgan 1000mg,74
2023-01-06,PROD_002,Doliprane 1000mg,169
2023-01-06,PROD_003,Spasfon Lyoc 80mg,125
2023-01-06,PROD_004,Smecta 3g,139
2023-01-06,PROD_005,Ibuprofene 400mg,226
2023-01-06,PROD_006,Paracetamol 500mg,157
2023-01-06,PROD_007,Aspirine 500mg,102
2023-01-06,PROD_008,Strepsils Miel Citron,150
2023-01-06,PROD_009,Humex Rhume,209
2023-01-06,PROD_010,Actifed Rhume,94
2023-01-07,PROD_001,Efferalgan 1000mg,62
2023-01-07,PROD_002,Doliprane 1000mg,102
2023-01-07,PROD_003,Spasfon Lyoc 80mg,94
2023-01-07,PROD_004,Smecta 3g,105
2023-01-07,PROD_005,Ibuprofene 400mg,159
2023-01-07,PROD_006,Paracetamol 500mg,132
2023-01-07,PROD_007,Aspirine 500mg,76
2023-01-07,PROD_008,Strepsils Miel Citron,86
2023-01-07,PROD_009,Humex Rhume,186
2023-01-07,PROD_010,Actifed Rhume,63
2023-01-08,PROD_001,Efferalgan 1000mg,70
2023-01-08,PROD_002,Doliprane 1000mg,88
2023-01-08,PROD_003,Spasfon Lyoc 80mg,87
2023-01-08,PROD_004,Smecta 3g,112
2023-01-08,PROD_005,Ibuprofene 400mg,137
2023-01-08,PROD_006,Paracetamol 500mg,124
2023-01-08,PROD_007,Aspirine 500mg,69
2023-01-08,PROD_008,Strepsils Miel Citron,90
2023-01-08,PROD_009,Humex Rhume,166
2023-01-08,PROD_010,Actifed Rhume,76
2023-01-09,PROD_001,Efferalgan 1000mg,80
2023-01-09,PROD_002,Doliprane 1000mg,134
2023-01-09,PROD_003,Spasfon Lyoc 80mg,129
2023-01-09,PROD_004,Smecta 3g,140
2023-01-09,PROD_005,Ibuprofene 400mg,166
2023-01-09,PROD_006,Paracetamol 500mg,133
2023-01-09,PROD_007,Aspirine 500mg,85
2023-01-09,PROD_008,Strepsils Miel Citron,127
2023-01-09,PROD_009,Humex Rhume,201
2023-01-09,PROD_010,Actifed Rhume,99
2023-01-10,PROD_001,Efferalgan 1000mg,77
2023-01-10,PROD_002,Doliprane 1000mg,144
2023-01-10,PROD_003,Spasfon Lyoc 80mg,147
2023-01-10,PROD_004,Smecta 3g,139
2023-01-10,PROD_005,Ibuprofene 400mg,212
2023-01-10,PROD_006,Paracetamol 500mg,162
2023-01-10,PROD_007,Aspirine 500mg,111
2023-01-10,PROD_008,Strepsils Miel Citron,144
2023-01-10,PROD_009,Humex Rhume,270
2023-01-10,PROD_010,Actifed Rhume,81
2023-01-11,PROD_001,Efferalgan 1000mg,75
2023-01-11,PROD_002,Doliprane 1000mg,161
2023-01-11,PROD_003,Spasfon Lyoc 80mg,136
2023-01-11,PROD_004,Smecta 3g,142
2023-01-11,PROD_005,Ibuprofene 400mg,221
2023-01-11,PROD_006,Paracetamol 500mg,165
2023-01-11,PROD_007,Aspirine 500mg,89
2023-01-11,PROD_008,Strepsils Miel Citron,103
2023-01-11,PROD_009,Humex Rhume,237
2023-01-11,PROD_010,Actifed Rhume,77
2023-01-12,PROD_001,Efferalgan 1000mg,86
2023-01-12,PROD_002,Doliprane 1000mg,154
2023-01-12,PROD_003,Spasfon Lyoc 80mg,131
2023-01-12,PROD_004,Smecta 3g,125
2023-01-12,PROD_005,Ibuprofene 400mg,218
2023-01-12,PROD_006,Paracetamol 500mg,153
2023-01-12,PROD_007,Aspirine 500mg,79
2023-01-12,PROD_008,Strepsils Miel Citron,134
2023-01-12,PROD_009,Humex Rhume,265
2023-01-12,PROD_010,Actifed Rhume,96
2023-01-13,PROD_001,Efferalgan 1000mg,99
2023-01-13,PROD_002,Doliprane 1000mg,124
2023-01-13,PROD_003,Spasfon Lyoc 80mg,105
2023-01-13,PROD_004,Smecta 3g,133
2023-01-13,PROD_005,Ibuprofene 400mg,194
2023-01-13,PROD_006,Paracetamol 500mg,142
2023-01-13,PROD_007,Aspirine 500mg,109
2023-01-13,PROD_008,Strepsils Miel Citron,128
2023-01-13,PROD_009,Humex Rhume,212
2023-01-13,PROD_010,Actifed Rhume,110
2023-01-14,PROD_001,Efferalgan 1000mg,59
2023-01-14,PROD_002,Doliprane 1000mg,98
2023-01-14,PROD_003,Spasfon Lyoc 80mg,101
2023-01-14,PROD_004,Smecta 3g,96
2023-01-14,PROD_005,Ibuprofene 400mg,117
2023-01-14,PROD_006,Paracetamol 500mg,108
2023-01-14,PROD_007,Aspirine 500mg,52
2023-01-14,PROD_008,Strepsils Miel Citron,77
2023-01-14,PROD_009,Humex Rhume,148
2023-01-14,PROD_010,Actifed Rhume,80
2023-01-15,PROD_001,Efferalgan 1000mg,69
2023-01-15,PROD_002,Doliprane 1000mg,81
2023-01-15,PROD_003,Spasfon Lyoc 80mg,93
2023-01-15,PROD_004,Smecta 3g,120
2023-01-15,PROD_005,Ibuprofene 400mg,159
2023-01-15,PROD_006,Paracetamol 500mg,121
2023-01-15,PROD_007,Aspirine 500mg,55
2023-01-15,PROD_008,Strepsils Miel Citron,99
2023-01-15,PROD_009,Humex Rhume,129
2023-01-15,PROD_010,Actifed Rhume,76
2023-01-16,PROD_001,Efferalgan 1000mg,86
2023-01-16,PROD_002,Doliprane 1000mg,170
2023-01-16,PROD_003,Spasfon Lyoc 80mg,102
2023-01-16,PROD_004,Smecta 3g,138
2023-01-16,PROD_005,Ibuprofene 400mg,183
2023-01-16,PROD_006,Paracetamol 500mg,139
2023-01-16,PROD_007,Aspirine 500mg,107
2023-01-16,PROD_008,Strepsils Miel Citron,131
2023-01-16,PROD_009,Humex Rhume,198
2023-01-16,PROD_010,Actifed Rhume,89
2023-01-17,PROD_001,Efferalgan 1000mg,78
2023-01-17,PROD_002,Doliprane 1000mg,164
2023-01-17,PROD_003,Spasfon Lyoc 80mg,121
2023-01-17,PROD_004,Smecta 3g,162
2023-01-17,PROD_005,Ibuprofene 400mg,232
2023-01-17,PROD_006,Paracetamol 500mg,167
2023-01-17,PROD_007,Aspirine 500mg,85
2023-01-17,PROD_008,Strepsils Miel Citron,102
2023-01-17,PROD_009,Humex Rhume,242
2023-01-17,PROD_010,Actifed Rhume,108
2023-01-18,PROD_001,Efferalgan 1000mg,89
2023-01-18,PROD_002,Doliprane 1000mg,166
2023-01-18,PROD_003,Spasfon Lyoc 80mg,113
2023-01-18,PROD_004,Smecta 3g,177
2023-01-18,PROD_005,Ibuprofene 400mg,210
2023-01-18,PROD_006,Paracetamol 500mg,169
2023-01-18,PROD_007,Aspirine 500mg,75
2023-01-18,PROD_008,Strepsils Miel Citron,101
2023-01-18,PROD_009,Humex Rhume,191
2023-01-18,PROD_010,Actifed Rhume,97
2023-01-19,PROD_001,Efferalgan 1000mg,97
2023-01-19,PROD_002,Doliprane 1000mg,172
2023-01-19,PROD_003,Spasfon Lyoc 80mg,134
2023-01-19,PROD_004,Smecta 3g,176
2023-01-19,PROD_005,Ibuprofene 400mg,229
2023-01-19,PROD_006,Paracetamol 500mg,152
2023-01-19,PROD_007,Aspirine 500mg,107
2023-01-19,PROD_008,Strepsils Miel Citron,101
2023-01-19,PROD_009,Humex Rhume,216
2023-01-19,PROD_010,Actifed Rhume,113
2023-01-20,PROD_001,Efferalgan 1000mg,91
2023-01-20,PROD_002,Doliprane 1000mg,129
2023-01-20,PROD_003,Spasfon Lyoc 80mg,129
2023-01-20,PROD_004,Smecta 3g,132
2023-01-20,PROD_005,Ibuprofene 400mg,199
2023-01-20,PROD_006,Paracetamol 500mg,134
2023-01-20,PROD_007,Aspirine 500mg,81
2023-01-20,PROD_008,Strepsils Miel Citron,107
2023-01-20,PROD_009,Humex Rhume,203
2023-01-20,PROD_010,Actifed Rhume,83
2023-01-21,PROD_001,Efferalgan 1000mg,61
2023-01-21,PROD_002,Doliprane 1000mg,102
2023-01-21,PROD_003,Spasfon Lyoc 80mg,71
2023-01-21,PROD_004,Smecta 3g,121
2023-01-21,PROD_005,Ibuprofene 400mg,112
2023-01-21,PROD_006,Paracetamol 500mg,130
2023-01-21,PROD_007,Aspirine 500mg,74
2023-01-21,PROD_008,Strepsils Miel Citron,81
2023-01-21,PROD_009,Humex Rhume,175
2023-01-21,PROD_010,Actifed Rhume,66
2023-01-22,PROD_001,Efferalgan 1000mg,63
2023-01-22,PROD_002,Doliprane 1000mg,101
2023-01-22,PROD_003,Spasfon Lyoc 80mg,75
2023-01-22,PROD_004,Smecta 3g,100
2023-01-22,PROD_005,Ibuprofene 400mg,136
2023-01-22,PROD_006,Paracetamol 500mg,113
2023-01-22,PROD_007,Aspirine 500mg,54
2023-01-22,PROD_008,Strepsils Miel Citron,86
2023-01-22,PROD_009,Humex Rhume,179
2023-01-22,PROD_010,Actifed Rhume,57
2023-01-23,PROD_001,Efferalgan 1000mg,95
2023-01-23,PROD_002,Doliprane 1000mg,144
2023-01-23,PROD_003,Spasfon Lyoc 80mg,119
2023-01-23,PROD_004,Smecta 3g,157
2023-01-23,PROD_005,Ibuprofene 400mg,162
2023-01-23,PROD_006,Paracetamol 500mg,138
2023-01-23,PROD_007,Aspirine 500mg,76
2023-01-23,PROD_008,Strepsils Miel Citron,146
2023-01-23,PROD_009,Humex Rhume,259
2023-01-23,PROD_010,Actifed Rhume,81
2023-01-24,PROD_001,Efferalgan 1000mg,84
2023-01-24,PROD_002,Doliprane 1000mg,172
2023-01-24,PROD_003,Spasfon Lyoc 80mg,122
2023-01-24,PROD_004,Smecta 3g,158
2023-01-24,PROD_005,Ibuprofene 400mg,174
2023-01-24,PROD_006,Paracetamol 500mg,155
2023-01-24,PROD_007,Aspirine 500mg,103
2023-01-24,PROD_008,Strepsils Miel Citron,108
2023-01-24,PROD_009,Humex Rhume,254
2023-01-24,PROD_010,Actifed Rhume,78
2023-01-25,PROD_001,Efferalgan 1000mg,93
2023-01-25,PROD_002,Doliprane 1000mg,167
2023-01-25,PROD_003,Spasfon Lyoc 80mg,146
2023-01-25,PROD_004,Smecta 3g,161
2023-01-25,PROD_005,Ibuprofene 400mg,195
2023-01-25,PROD_006,Paracetamol 500mg,149
2023-01-25,PROD_007,Aspirine 500mg,104
2023-01-25,PROD_008,Strepsils Miel Citron,113
2023-01-25,PROD_009,Humex Rhume,224
2023-01-25,PROD_010,Actifed Rhume,98
2023-01-26,PROD_001,Efferalgan 1000mg,71
2023-01-26,PROD_002,Doliprane 1000mg,152
2023-01-26,PROD_003,Spasfon Lyoc 80mg,106
2023-01-26,PROD_004,Smecta 3g,155
2023-01-26,PROD_005,Ibuprofene 400mg,190
2023-01-26,PROD_006,Paracetamol 500mg,160
2023-01-26,PROD_007,Aspirine 500mg,106
2023-01-26,PROD_008,Strepsils Miel Citron,136
2023-01-26,PROD_009,Humex Rhume,231
2023-01-26,PROD_010,Actifed Rhume,89
2023-01-27,PROD_001,Efferalgan 1000mg,74
2023-01-27,PROD_002,Doliprane 1000mg,159
2023-01-27,PROD_003,Spasfon Lyoc 80mg,140
2023-01-27,PROD_004,Smecta 3g,124
2023-01-27,PROD_005,Ibuprofene 400mg,194
2023-01-27,PROD_006,Paracetamol 500mg,148
2023-01-27,PROD_007,Aspirine 500mg,83
2023-01-27,PROD_008,Strepsils Miel Citron,139
2023-01-27,PROD_009,Humex Rhume,217
2023-01-27,PROD_010,Actifed Rhume,103
2023-01-28,PROD_001,Efferalgan 1000mg,59
2023-01-28,PROD_002,Doliprane 1000mg,117
2023-01-28,PROD_003,Spasfon Lyoc 80mg,89
2023-01-28,PROD_004,Smecta 3g,104
2023-01-28,PROD_005,Ibuprofene 400mg,139
2023-01-28,PROD_006,Paracetamol 500mg,99
2023-01-28,PROD_007,Aspirine 500mg,68
2023-01-28,PROD_008,Strepsils Miel Citron,70
2023-01-28,PROD_009,Humex Rhume,160
2023-01-28,PROD_010,Actifed Rhume,72
2023-01-29,PROD_001,Efferalgan 1000mg,61
2023-01-29,PROD_002,Doliprane 1000mg,110
2023-01-29,PROD_003,Spasfon Lyoc 80mg,98
2023-01-29,PROD_004,Smecta 3g,110
2023-01-29,PROD_005,Ibuprofene 400mg,111
2023-01-29,PROD_006,Paracetamol 500mg,99
2023-01-29,PROD_007,Aspirine 500mg,68
2023-01-29,PROD_008,Strepsils Miel Citron,96
2023-01-29,PROD_009,Humex Rhume,128
2023-01-29,PROD_010,Actifed Rhume,56
2023-01-30,PROD_001,Efferalgan 1000mg,88
2023-01-30,PROD_002,Doliprane 1000mg,147
2023-01-30,PROD_003,Spasfon Lyoc 80mg,123
2023-01-30,PROD_004,Smecta 3g,145
2023-01-30,PROD_005,Ibuprofene 400mg,226
2023-01-30,PROD_006,Paracetamol 500mg,135
2023-01-30,PROD_007,Aspirine 500mg,80
2023-01-30,PROD_008,Strepsils Miel Citron,111
2023-01-30,PROD_009,Humex Rhume,210
2023-01-30,PROD_010,Actifed Rhume,104
2023-01-31,PROD_001,Efferalgan 1000mg,90
2023-01-31,PROD_002,Doliprane 1000mg,157
2023-01-31,PROD_003,Spasfon Lyoc 80mg,113
2023-01-31,PROD_004,Smecta 3g,160
2023-01-31,PROD_005,Ibuprofene 400mg,223
2023-01-31,PROD_006,Paracetamol 500mg,146
2023-01-31,PROD_007,Aspirine 500mg,97
2023-01-31,PROD_008,Strepsils Miel Citron,134
2023-01-31,PROD_009,Humex Rhume,217
2023-01-31,PROD_010,Actifed Rhume,95
2023-02-01,PROD_001,Efferalgan 1000mg,110
2023-02-01,PROD_002,Doliprane 1000mg,161
2023-02-01,PROD_003,Spasfon Lyoc 80mg,142
2023-02-01,PROD_004,Smecta 3g,164
2023-02-01,PROD_005,Ibuprofene 400mg,219
2023-02-01,PROD_006,Paracetamol 500mg,194
2023-02-01,PROD_007,Aspirine 500mg,107
2023-02-01,PROD_008,Strepsils Miel Citron,154
2023-02-01,PROD_009,Humex Rhume,198
2023-02-01,PROD_010,Actifed Rhume,113
2023-02-02,PROD_001,Efferalgan 1000mg,108
2023-02-02,PROD_002,Doliprane 1000mg,184
2023-02-02,PROD_003,Spasfon Lyoc 80mg,110
2023-02-02,PROD_004,Smecta 3g,141
2023-02-02,PROD_005,Ibuprofene 400mg,193
2023-02-02,PROD_006,Paracetamol 500mg,158
2023-02-02,PROD_007,Aspirine 500mg,98
2023-02-02,PROD_008,Strepsils Miel Citron,121
2023-02-02,PROD_009,Humex Rhume,267
2023-02-02,PROD_010,Actifed Rhume,89
2023-02-03,PROD_001,Efferalgan 1000mg,100
2023-02-03,PROD_002,Doliprane 1000mg,166
2023-02-03,PROD_003,Spasfon Lyoc 80mg,151
2023-02-03,PROD_004,Smecta 3g,177
2023-02-03,PROD_005,Ibuprofene 400mg,179
2023-02-03,PROD_006,Paracetamol 500mg,191
2023-02-03,PROD_007,Aspirine 500mg,98
2023-02-03,PROD_008,Strepsils Miel Citron,155
2023-02-03,PROD_009,Humex Rhume,255
2023-02-03,PROD_010,Actifed Rhume,93
2023-02-04,PROD_001,Efferalgan 1000mg,70
2023-02-04,PROD_002,Doliprane 1000mg,89
2023-02-04,PROD_003,Spasfon Lyoc 80mg,81
2023-02-04,PROD_004,Smecta 3g,109
2023-02-04,PROD_005,Ibuprofene 400mg,151
2023-02-04,PROD_006,Paracetamol 500mg,124
2023-02-04,PROD_007,Aspirine 500mg,80
2023-02-04,PROD_008,Strepsils Miel Citron,91
2023-02-04,PROD_009,Humex Rhume,171
2023-02-04,PROD_010,Actifed Rhume,62
2023-02-05,PROD_001,Efferalgan 1000mg,61
2023-02-05,PROD_002,Doliprane 1000mg,89
2023-02-05,PROD_003,Spasfon Lyoc 80mg,96
2023-02-05,PROD_004,Smecta 3g,137
2023-02-05,PROD_005,Ibuprofene 400mg,121
2023-02-05,PROD_006,Paracetamol 500mg,121
2023-02-05,PROD_007,Aspirine 500mg,57
2023-02-05,PROD_008,Strepsils Miel Citron,97
2023-02-05,PROD_009,Humex Rhume,172
2023-02-05,PROD_010,Actifed Rhume,83
2023-02-06,PROD_001,Efferalgan 1000mg,76
2023-02-06,PROD_002,Doliprane 1000mg,182
2023-02-06,PROD_003,Spasfon Lyoc 80mg,124
2023-02-06,PROD_004,Smecta 3g,145
2023-02-06,PROD_005,Ibuprofene 400mg,193
2023-02-06,PROD_006,Paracetamol 500mg,164
2023-02-06,PROD_007,Aspirine 500mg,93
2023-02-06,PROD_008,Strepsils Miel Citron,156
2023-02-06,PROD_009,Humex Rhume,196
2023-02-06,PROD_010,Actifed Rhume,107
2023-02-07,PROD_001,Efferalgan 1000mg,86
2023-02-07,PROD_002,Doliprane 1000mg,170
2023-02-07,PROD_003,Spasfon Lyoc 80mg,112
2023-02-07,PROD_004,Smecta 3g,151
2023-02-07,PROD_005,Ibuprofene 400mg,174
2023-02-07,PROD_006,Paracetamol 500mg,181
2023-02-07,PROD_007,Aspirine 500mg,95
2023-02-07,PROD_008,Strepsils Miel Citron,111
2023-02-07,PROD_009,Humex Rhume,210
2023-02-07,PROD_010,Actifed Rhume,82
2023-02-08,PROD_001,Efferalgan 1000mg,97
2023-02-08,PROD_002,Doliprane 1000mg,157
2023-02-08,PROD_003,Spasfon Lyoc 80mg,108
2023-02-08,PROD_004,Smecta 3g,147
2023-02-08,PROD_005,Ibuprofene 400mg,218
2023-02-08,PROD_006,Paracetamol 500mg,203
2023-02-08,PROD_007,Aspirine 500mg,84
2023-02-08,PROD_008,Strepsils Miel Citron,131
2023-02-08,PROD_009,Humex Rhume,207
2023-02-08,PROD_010,Actifed Rhume,99
2023-02-09,PROD_001,Efferalgan 1000mg,85
2023-02-09,PROD_002,Doliprane 1000mg,148
2023-02-09,PROD_003,Spasfon Lyoc 80mg,107
2023-02-09,PROD_004,Smecta 3g,171
2023-02-09,PROD_005,Ibuprofene 400mg,226
2023-02-09,PROD_006,Paracetamol 500mg,167
2023-02-09,PROD_007,Aspirine 500mg,110
2023-02-09,PROD_008,Strepsils Miel Citron,136
2023-02-09,PROD_009,Humex Rhume,253
2023-02-09,PROD_010,Actifed Rhume,114
2023-02-10,PROD_001,Efferalgan 1000mg,99
2023-02-10,PROD_002,Doliprane 1000mg,137
2023-02-10,PROD_003,Spasfon Lyoc 80mg,135
2023-02-10,PROD_004,Smecta 3g,160
2023-02-10,PROD_005,Ibuprofene 400mg,238
2023-02-10,PROD_006,Paracetamol 500mg,170
2023-02-10,PROD_007,Aspirine 500mg,100
2023-02-10,PROD_008,Strepsils Miel Citron,141
2023-02-10,PROD_009,Humex Rhume,230
2023-02-10,PROD_010,Actifed Rhume,113
2023-02-11,PROD_001,Efferalgan 1000mg,68
2023-02-11,PROD_002,Doliprane 1000mg,96
2023-02-11,PROD_003,Spasfon Lyoc 80mg,78
2023-02-11,PROD_004,Smecta 3g,113
2023-02-11,PROD_005,Ibuprofene 400mg,160
2023-02-11,PROD_006,Paracetamol 500mg,146
2023-02-11,PROD_007,Aspirine 500mg,73
2023-02-11,PROD_008,Strepsils Miel Citron,108
2023-02-11,PROD_009,Humex Rhume,204
2023-02-11,PROD_010,Actifed Rhume,73
2023-02-12,PROD_001,Efferalgan 1000mg,61
2023-02-12,PROD_002,Doliprane 1000mg,101
2023-02-12,PROD_003,Spasfon Lyoc 80mg,94
2023-02-12,PROD_004,Smecta 3g,106
2023-02-12,PROD_005,Ibuprofene 400mg,123
2023-02-12,PROD_006,Paracetamol 500mg,100
2023-02-12,PROD_007,Aspirine 500mg,62
2023-02-12,PROD_008,Strepsils Miel Citron,75
2023-02-12,PROD_009,Humex Rhume,184
2023-02-12,PROD_010,Actifed Rhume,68
2023-02-13,PROD_001,Efferalgan 1000mg,103
2023-02-13,PROD_002,Doliprane 1000mg,184
2023-02-13,PROD_003,Spasfon Lyoc 80mg,154
2023-02-13,PROD_004,Smecta 3g,151
2023-02-13,PROD_005,Ibuprofene 400mg,247
2023-02-13,PROD_006,Paracetamol 500mg,184
2023-02-13,PROD_007,Aspirine 500mg,101
2023-02-13,PROD_008,Strepsils Miel Citron,115
2023-02-13,PROD_009,Humex Rhume,236
2023-02-13,PROD_010,Actifed Rhume,90
2023-02-14,PROD_001,Efferalgan 1000mg,93
2023-02-14,PROD_002,Doliprane 1000mg,133
2023-02-14,PROD_003,Spasfon Lyoc 80mg,107
2023-02-14,PROD_004,Smecta 3g,154
2023-02-14,PROD_005,Ibuprofene 400mg,174
2023-02-14,PROD_006,Paracetamol 500mg,160
2023-02-14,PROD_007,Aspirine 500mg,86
2023-02-14,PROD_008,Strepsils Miel Citron,118
2023-02-14,PROD_009,Humex Rhume,238
2023-02-14,PROD_010,Actifed Rhume,110
2023-02-15,PROD_001,Efferalgan 1000mg,84
2023-02-15,PROD_002,Doliprane 1000mg,149
2023-02-15,PROD_003,Spasfon Lyoc 80mg,107
2023-02-15,PROD_004,Smecta 3g,145
2023-02-15,PROD_005,Ibuprofene 400mg,171
2023-02-15,PROD_006,Paracetamol 500mg,180
2023-02-15,PROD_007,Aspirine 500mg,97
2023-02-15,PROD_008,Strepsils Miel Citron,120
2023-02-15,PROD_009,Humex Rhume,287
2023-02-15,PROD_010,Actifed Rhume,99
2023-02-16,PROD_001,Efferalgan 1000mg,98
2023-02-16,PROD_002,Doliprane 1000mg,155
2023-02-16,PROD_003,Spasfon Lyoc 80mg,146
2023-02-16,PROD_004,Smecta 3g,132
2023-02-16,PROD_005,Ibuprofene 400mg,233
2023-02-16,PROD_006,Paracetamol 500mg,197
2023-02-16,PROD_007,Aspirine 500mg,100
2023-02-16,PROD_008,Strepsils Miel Citron,127
2023-02-16,PROD_009,Humex Rhume,273
2023-02-16,PROD_010,Actifed Rhume,106
2023-02-17,PROD_001,Efferalgan 1000mg,84
2023-02-17,PROD_002,Doliprane 1000mg,133
2023-02-17,PROD_003,Spasfon Lyoc 80mg,141
2023-02-17,PROD_004,Smecta 3g,146
2023-02-17,PROD_005,Ibuprofene 400mg,210
2023-02-17,PROD_006,Paracetamol 500mg,143
2023-02-17,PROD_007,Aspirine 500mg,101
2023-02-17,PROD_008,Strepsils Miel Citron,127
2023-02-17,PROD_009,Humex Rhume,269
2023-02-17,PROD_010,Actifed Rhume,84
2023-02-18,PROD_001,Efferalgan 1000mg,54
2023-02-18,PROD_002,Doliprane 1000mg,119
2023-02-18,PROD_003,Spasfon Lyoc 80mg,80
2023-02-18,PROD_004,Smecta 3g,119
2023-02-18,PROD_005,Ibuprofene 400mg,174
2023-02-18,PROD_006,Paracetamol 500mg,147
2023-02-18,PROD_007,Aspirine 500mg,61
2023-02-18,PROD_008,Strepsils Miel Citron,85
2023-02-18,PROD_009,Humex Rhume,141
2023-02-18,PROD_010,Actifed Rhume,83
2023-02-19,PROD_001,Efferalgan 1000mg,54
2023-02-19,PROD_002,Doliprane 1000mg,114
2023-02-19,PROD_003,Spasfon Lyoc 80mg,87
2023-02-19,PROD_004,Smecta 3g,98
2023-02-19,PROD_005,Ibuprofene 400mg,129
2023-02-19,PROD_006,Paracetamol 500mg,134
2023-02-19,PROD_007,Aspirine 500mg,65
2023-02-19,PROD_008,Strepsils Miel Citron,105
2023-02-19,PROD_009,Humex Rhume,161
2023-02-19,PROD_010,Actifed Rhume,69
2023-02-20,PROD_001,Efferalgan 1000mg,106
2023-02-20,PROD_002,Doliprane 1000mg,132
2023-02-20,PROD_003,Spasfon Lyoc 80mg,122
2023-02-20,PROD_004,Smecta 3g,141
2023-02-20,PROD_005,Ibuprofene 400mg,236
2023-02-20,PROD_006,Paracetamol 500mg,200
2023-02-20,PROD_007,Aspirine 500mg,92
2023-02-20,PROD_008,Strepsils Miel Citron,151
2023-02-20,PROD_009,Humex Rhume,253
2023-02-20,PROD_010,Actifed Rhume,105
2023-02-21,PROD_001,Efferalgan 1000mg,87
2023-02-21,PROD_002,Doliprane 1000mg,133
2023-02-21,PROD_003,Spasfon Lyoc 80mg,134
2023-02-21,PROD_004,Smecta 3g,137
2023-02-21,PROD_005,Ibuprofene 400mg,196
2023-02-21,PROD_006,Paracetamol 500mg,178
2023-02-21,PROD_007,Aspirine 500mg,87
2023-02-21,PROD_008,Strepsils Miel Citron,139
2023-02-21,PROD_009,Humex Rhume,271
2023-02-21,PROD_010,Actifed Rhume,110
2023-02-22,PROD_001,Efferalgan 1000mg,90
2023-02-22,PROD_002,Doliprane 1000mg,140
2023-02-22,PROD_003,Spasfon Lyoc 80mg,108
2023-02-22,PROD_004,Smecta 3g,169
2023-02-22,PROD_005,Ibuprofene 400mg,222
2023-02-22,PROD_006,Paracetamol 500mg,188
2023-02-22,PROD_007,Aspirine 500mg,95
2023-02-22,PROD_008,Strepsils Miel Citron,154
2023-02-22,PROD_009,Humex Rhume,229
2023-02-22,PROD_010,Actifed Rhume,119
2023-02-23,PROD_001,Efferalgan 1000mg,106
2023-02-23,PROD_002,Doliprane 1000mg,169
2023-02-23,PROD_003,Spasfon Lyoc 80mg,116
2023-02-23,PROD_004,Smecta 3g,132
2023-02-23,PROD_005,Ibuprofene 400mg,228
2023-02-23,PROD_006,Paracetamol 500mg,187
2023-02-23,PROD_007,Aspirine 500mg,111
2023-02-23,PROD_008,Strepsils Miel Citron,109
2023-02-23,PROD_009,Humex Rhume,238
2023-02-23,PROD_010,Actifed Rhume,95
2023-02-24,PROD_001,Efferalgan 1000mg,78
2023-02-24,PROD_002,Doliprane 1000mg,141
2023-02-24,PROD_003,Spasfon Lyoc 80mg,135
2023-02-24,PROD_004,Smecta 3g,164
2023-02-24,PROD_005,Ibuprofene 400mg,173
2023-02-24,PROD_006,Paracetamol 500mg,174
2023-02-24,PROD_007,Aspirine 500mg,105
2023-02-24,PROD_008,Strepsils Miel Citron,118
2023-02-24,PROD_009,Humex Rhume,200
2023-02-24,PROD_010,Actifed Rhume,118
2023-02-25,PROD_001,Efferalgan 1000mg,62
2023-02-25,PROD_002,Doliprane 1000mg,88
2023-02-25,PROD_003,Spasfon Lyoc 80mg,82
2023-02-25,PROD_004,Smecta 3g,123
2023-02-25,PROD_005,Ibuprofene 400mg,176
2023-02-25,PROD_006,Paracetamol 500mg,122
2023-02-25,PROD_007,Aspirine 500mg,60
2023-02-25,PROD_008,Strepsils Miel Citron,100
2023-02-25,PROD_009,Humex Rhume,164
